SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.009669648000000001,65,0,0.257023141,10500.0,7,0,4,0,0.0
0,0.007904654,57,0,0.23473021100000002,3650.0,20,0,1,0,2.0
1,0.9999998999999999,31,0,0.193241314,2100.0,1,1,0,0,1.0
1,0.906450201,67,1,0.53982808,3489.0,10,0,1,0,0.0
1,0.314337659,56,0,0.063179916,2389.0,8,0,0,0,1.0
1,0.9959501009999999,53,0,0.421786702,8316.0,3,0,1,0,0.0
1,0.18243440800000002,40,1,0.836034519,4750.0,21,0,1,0,1.0
0,0.11131304,26,0,0.10272071099999999,1800.0,2,0,0,0,0.0
0,0.64352228,39,0,0.315609895,7033.0,7,0,2,0,0.0
0,0.196853133,64,0,0.506311711,8000.0,13,0,2,0,1.0
1,0.993965725,54,4,0.6120798129999999,5562.0,5,1,1,1,2.0
1,0.5666913570000001,45,2,0.7580587390000001,5583.0,8,0,2,0,1.0
0,0.060572952,50,0,0.033859303,6083.0,13,0,0,0,0.0
0,0.470032645,43,2,0.152584742,10000.0,9,0,0,0,2.0
1,0.458887314,47,4,0.579349209,5500.0,17,0,1,0,0.0
1,0.9999998999999999,29,2,0.103421761,2600.0,5,4,0,0,2.0
0,0.03639818,38,0,0.24059492600000001,8000.0,11,1,0,0,3.0
1,0.9999998999999999,57,0,1.366861436,9583.0,9,0,5,0,0.0
0,0.24046474,48,0,0.088767123,3649.0,4,0,0,0,1.0
0,0.9999998999999999,39,0,3.1390887289999996,1250.0,7,0,2,0,0.0
0,0.002687165,70,0,0.041805178,9926.0,11,0,0,0,0.0
1,1.744510978,49,0,1.224310276,2500.0,4,4,2,1,1.0
0,0.020382464,63,0,0.5243279270000001,4500.0,17,0,1,0,0.0
0,0.302105894,56,4,1.358852933,3800.0,10,0,3,0,2.0
0,0.162014574,59,0,0.227179873,9300.0,11,0,2,0,0.0
1,0.9999998999999999,37,0,0.193650529,12000.0,1,3,0,1,2.0
1,1.01059788,30,5,0.992458005,2916.0,9,0,2,0,0.0
1,1.71536069,35,0,0.8245308170000001,9750.0,16,0,2,0,2.0
0,0.0,58,0,0.023976024,1000.0,3,0,0,0,3.0
0,0.119803819,38,0,0.126454709,8334.0,3,0,1,0,5.0
0,0.068381092,47,2,0.647690154,15000.0,22,0,4,0,2.0
1,0.0,49,0,0.289934106,4400.0,7,1,1,0,2.0
0,0.107476784,60,0,0.903798367,8450.0,11,0,3,0,0.0
1,0.0,88,5,0.0,9500.0,9,1,0,1,0.0
0,0.9999998999999999,83,0,0.44734252,2031.0,4,0,1,0,0.0
1,0.9999998999999999,47,98,0.0,600.0,0,98,0,98,0.0
1,0.982253349,50,12,0.5297898639999999,4044.0,15,0,0,1,0.0
1,0.13893399,52,1,0.214771364,7500.0,9,0,1,0,1.0
0,0.021653467000000003,60,0,0.007057786,6800.0,11,0,0,0,0.0
0,0.0,54,0,0.142130366,6289.0,3,0,1,0,0.0
0,0.11217756400000001,76,1,0.008883953,1800.0,1,0,0,0,0.0
1,0.017980476000000002,57,0,0.02066487,16694.0,10,0,0,0,1.0
1,0.38014460299999997,50,0,1.355389929,5500.0,19,0,1,0,2.0
0,0.25249830100000004,55,0,0.175362133,7800.0,6,0,1,0,2.0
0,0.650779499,45,2,1.254302594,3892.0,11,0,2,0,1.0
1,0.9999998999999999,42,3,0.30118443300000003,6500.0,6,0,1,0,1.0
0,0.012926567,65,0,0.21326744,10521.0,5,0,1,0,1.0
1,0.90085438,46,1,0.532114184,4483.0,9,0,1,0,3.0
1,0.100257069,43,0,0.02657543,6283.0,3,0,0,0,3.0
1,0.9780619359999999,62,5,2156.0,0.0,13,0,1,2,0.0
1,0.757789536,46,0,0.12882033699999998,3500.0,6,2,0,4,1.0
1,0.713540007,49,0,1.633517495,3800.0,20,0,2,0,3.0
0,0.124171276,69,0,0.062420835,45000.0,9,0,3,0,1.0
0,0.0,84,0,0.0,2040.0,14,0,0,0,0.0
0,0.123850863,41,0,0.554489102,5000.0,13,0,3,0,0.0
1,0.9999998999999999,39,3,0.9822876009999999,3330.0,7,4,1,0,2.0
0,0.0,40,0,0.454624973,4572.0,9,0,2,0,0.0
0,0.303038493,41,0,0.159878161,14116.0,7,0,1,0,4.0
1,0.9999998999999999,31,0,0.075392461,10000.0,3,0,0,0,2.0
0,0.047923802,62,1,0.187366389,14500.0,5,0,1,0,0.0
0,0.060110939,35,0,0.221446179,4867.0,7,0,0,0,1.0
0,0.009009297,58,0,0.031855359,6968.0,7,0,1,0,3.0
0,0.02179742,52,0,0.416877943,5521.0,5,0,1,0,1.0
1,0.448835365,52,0,0.120117598,50000.0,13,0,2,0,2.0
0,0.455513321,67,0,0.296076581,14833.0,15,0,2,0,1.0
1,0.356022596,67,1,1.523252135,3160.0,9,0,3,0,0.0
0,0.6090793729999999,72,1,0.406793646,14542.0,19,0,2,0,0.0
1,0.863126782,50,2,0.318368163,10000.0,12,0,1,0,1.0
1,0.801996645,40,1,0.92348285,5305.0,13,0,2,0,2.0
0,0.031223792,43,0,0.37300549299999997,3822.0,6,0,1,0,2.0
0,0.014296911,49,0,0.504123969,4000.0,10,0,2,0,0.0
1,0.962509373,31,0,0.272174354,1972.0,5,0,0,0,2.0
1,0.852603511,62,2,0.220524369,6216.0,9,0,0,1,2.0
1,0.8803532740000001,33,1,0.47792647299999996,6500.0,9,0,2,0,1.0
0,0.0,61,0,839.0,0.0,5,0,1,0,0.0
0,0.554791781,67,0,0.23752916300000002,9000.0,10,0,2,0,1.0
1,0.5902273370000001,65,3,0.440890385,5345.0,7,0,1,0,0.0
0,0.08395927199999999,47,0,0.35595550600000003,8000.0,12,0,1,0,1.0
0,0.028702203,76,0,0.36729452100000004,1167.0,19,0,0,0,0.0
1,1.0033222590000002,36,4,0.344262295,2500.0,12,2,0,2,0.0
0,0.0,63,0,0.18670332399999998,4000.0,9,0,2,0,0.0
1,0.613650413,35,0,0.25934813,5000.0,8,0,0,1,2.0
1,1.136439268,47,1,0.084775087,6935.0,4,0,1,0,1.0
1,0.194722111,65,1,0.038441825,3901.0,9,0,0,0,0.0
0,0.994177007,41,0,0.748112353,3310.0,4,0,1,0,3.0
0,0.9999998999999999,73,0,0.0,1035.0,1,0,0,0,0.0
1,0.968274663,31,0,0.145906228,2857.0,2,0,0,0,0.0
1,0.04169583,38,1,0.471473944,8500.0,7,1,4,0,0.0
1,1.0103665309999998,78,2,0.463752334,12855.0,10,0,1,1,0.0
0,0.195823157,48,0,0.351751638,10532.0,8,0,2,0,2.0
0,0.816340136,46,0,0.481139221,6600.0,9,0,1,0,2.0
0,0.012032055,85,0,0.002491137,10436.0,9,0,0,0,0.0
1,0.6730653870000001,56,1,0.511131849,7500.0,9,0,2,0,4.0
1,0.9999998999999999,56,0,0.15480427,1685.0,2,0,0,0,0.0
0,0.002199956,61,0,0.011569776,7000.0,4,0,1,0,1.0
1,0.8293515359999999,41,3,0.27929702300000003,13200.0,7,0,1,0,0.0
1,0.9999998999999999,43,4,0.857017158,2272.0,5,0,2,0,2.0
0,0.46593862,47,0,0.127174565,3333.0,6,0,0,0,0.0
0,0.085178296,70,0,0.11266073199999999,10109.0,5,0,1,0,0.0
0,0.08585689699999999,59,0,0.46654360899999997,6500.0,10,0,2,0,0.0
0,0.9999998999999999,34,0,0.04684572099999999,1600.0,1,0,0,0,0.0
0,0.25331286,47,0,0.7340726759999999,4237.0,7,0,1,0,2.0
0,0.0,64,0,0.010501193,2094.0,5,0,0,0,0.0
1,0.932005787,60,1,0.5675997620000001,10073.0,17,0,3,0,0.0
0,0.688213987,58,0,0.316698656,3125.0,11,0,0,0,0.0
0,0.199129079,27,0,0.308633583,1470.0,9,0,0,0,0.0
0,0.020595881,65,0,0.084228943,4000.0,2,0,1,0,0.0
1,2.198801199,51,1,0.094492126,12000.0,5,7,0,0,0.0
0,0.00626814,58,0,0.283155117,7200.0,8,0,2,0,0.0
1,0.9999998999999999,50,2,0.18884473100000002,7296.0,8,5,0,3,1.0
1,0.7340695420000001,31,2,0.152735351,3600.0,4,0,0,0,0.0
1,0.565790638,53,0,0.073571203,6333.0,15,0,0,0,2.0
0,0.26056076699999997,57,0,0.160854893,8000.0,7,0,1,0,0.0
1,1.2558139529999999,26,0,0.20972062800000002,2612.0,5,1,0,0,1.0
0,0.715034513,39,0,0.6153113689999999,5250.0,8,0,2,0,2.0
1,0.884124307,41,1,0.270529837,9266.0,8,0,1,0,1.0
1,0.0,55,0,0.810277957,3093.0,9,0,2,0,0.0
1,0.9999998999999999,25,1,0.02082221,1872.0,0,0,0,0,0.0
1,1.308364544,48,2,0.035383666,4860.0,6,1,0,2,3.0
0,0.018984488,81,0,0.08957611300000001,3750.0,6,0,2,0,0.0
1,0.9,62,6,0.37444320700000006,7183.0,9,0,1,0,0.0
1,1.00888642,30,3,0.766695958,2275.0,8,0,2,0,2.0
1,0.461634435,39,1,0.21619812600000002,5975.0,10,0,0,0,1.0
0,0.9999998999999999,29,1,0.09809496699999999,3516.0,1,0,0,1,0.0
1,0.96963256,35,0,1.5976006,4000.0,13,0,3,0,0.0
0,0.03956515,55,0,0.17533048399999998,10060.0,13,0,1,0,2.0
0,0.506305625,78,0,0.07458656799999999,5925.0,1,0,0,0,0.0
0,0.075083317,25,0,0.219358233,1900.0,4,0,0,0,0.0
1,0.987668722,39,5,0.6912791859999999,5010.0,14,0,2,0,2.0
1,0.689716628,60,4,0.223463687,3400.0,5,0,1,0,1.0
1,0.8061938059999999,37,0,0.595997361,4546.0,12,1,1,0,2.0
1,0.804095672,25,0,1.051771117,1100.0,7,0,0,0,0.0
1,1.3586413590000002,36,3,0.27475008100000003,3100.0,5,3,0,1,2.0
1,0.016449589,79,0,0.055028095,5160.0,5,0,0,1,0.0
1,0.13183830900000001,40,1,0.325096415,7000.0,7,0,1,0,4.0
1,0.410353255,47,2,0.40133163299999997,7058.0,8,0,3,1,3.0
1,7.3089701,54,2,0.152492669,3750.0,4,2,0,1,1.0
1,0.9999998999999999,50,1,0.021124103999999998,2650.0,0,0,0,1,0.0
1,0.693017533,43,1,0.069959514,6174.0,3,4,0,1,0.0
0,0.002140325,55,0,0.329033261,6433.0,7,0,1,0,0.0
1,0.772891132,55,2,0.28672610600000004,12000.0,6,1,2,0,0.0
1,1.0049975009999998,60,0,0.29770229800000003,1000.0,4,1,0,1,0.0
0,0.838161838,74,0,0.07556601,3400.0,3,0,0,0,0.0
0,0.092569539,80,0,0.294141172,5000.0,5,0,2,0,1.0
1,0.831853452,49,2,0.044828982,9881.0,4,5,0,0,0.0
1,0.9999998999999999,40,0,0.0,2231.0,0,2,0,0,3.0
0,0.9999998999999999,37,0,0.092976756,4000.0,1,0,0,0,1.0
1,0.39726242700000003,42,0,0.39507453,7714.0,14,0,1,0,4.0
1,0.9999998999999999,34,1,0.39088121600000003,7500.0,5,0,1,0,1.0
1,0.30371028699999997,36,1,0.509619755,6600.0,5,9,1,1,2.0
0,0.033924195,45,4,0.18504845399999997,6500.0,18,1,1,1,1.0
0,0.896790495,53,0,0.737937449,8600.0,15,0,2,0,1.0
1,0.081323514,56,0,0.411291904,5100.0,11,1,2,0,0.0
1,0.419271891,40,0,0.7415962770000001,5800.0,12,0,2,0,0.0
1,0.761919913,62,0,0.033650623,14917.0,5,0,0,1,0.0
0,0.509445446,62,0,0.622845151,13341.0,43,0,2,0,0.0
0,0.152307738,60,0,1.044117647,3535.0,8,0,2,0,0.0
1,0.564102564,26,0,0.0033311129999999997,1500.0,1,2,0,0,0.0
0,0.0,43,1,0.483719423,6172.0,9,0,2,0,2.0
1,0.969037252,60,7,0.383110835,6441.0,7,0,2,0,2.0
1,0.9999998999999999,50,1,0.160661955,5800.0,2,0,0,0,0.0
1,0.7431874479999999,28,2,0.40878553,1934.0,4,3,0,0,2.0
1,0.304845568,49,0,0.535824294,7466.0,14,0,2,0,5.0
1,0.8305221690000001,42,1,1.131103422,2600.0,8,0,1,0,2.0
0,0.7728439909999999,37,2,0.84706447,6250.0,8,0,2,0,0.0
1,1.2107880229999999,39,2,1.459482214,4750.0,10,0,5,0,0.0
0,0.9999998999999999,25,1,0.08439897699999999,4300.0,2,0,0,0,1.0
1,0.296703297,32,2,0.262315943,5500.0,10,1,0,0,2.0
1,0.9999998999999999,37,0,0.0,1738.0,3,0,0,0,0.0
0,0.022426556,78,0,0.553259565,7500.0,16,0,3,0,0.0
0,0.065286911,52,0,0.259470005,6150.0,22,0,0,0,2.0
1,0.9999998999999999,52,0,0.0,4200.0,0,1,0,0,5.0
1,1.072618254,40,1,0.259891712,2400.0,8,1,1,4,2.0
0,0.060630798,54,0,0.611064387,10700.0,10,0,4,0,1.0
1,1.002997003,38,0,0.807596202,2000.0,5,0,0,0,0.0
0,0.660739414,54,2,5.379452568,5333.0,18,0,1,0,1.0
0,0.428244257,45,0,1.128297695,3600.0,10,0,1,0,3.0
1,0.393552664,37,0,1.175164967,5000.0,17,0,3,0,0.0
0,0.144963145,33,0,1329.0,1.0,10,0,2,0,0.0
0,0.229312023,42,1,0.48870188600000003,6416.0,15,0,1,0,0.0
0,0.139372095,37,0,0.104114585,34000.0,8,0,3,0,0.0
1,0.25610047399999997,73,1,0.268238186,8950.0,12,1,3,1,0.0
1,0.32264363100000004,44,2,0.057744027999999996,6320.0,7,0,0,0,1.0
0,0.15012614400000002,39,0,0.17471845100000002,9500.0,12,0,0,0,1.0
1,0.9999998999999999,27,4,0.831445703,1500.0,4,3,1,0,0.0
0,0.611370555,58,0,0.61546894,8209.0,13,0,2,0,0.0
0,0.0,81,0,0.04739763,6666.0,6,0,1,0,0.0
1,0.6735193340000001,58,0,0.607913669,1111.0,5,0,0,0,0.0
0,0.01085135,69,0,0.37494619,2322.0,7,0,1,0,0.0
0,0.43756243799999994,24,1,0.16958042,2859.0,6,0,0,0,0.0
1,0.915197313,32,2,0.6426223520000001,5475.0,10,0,2,0,2.0
0,0.111065914,51,0,1.117849759,1450.0,15,0,2,0,1.0
0,0.254191017,60,1,0.600395928,3535.0,15,1,2,1,0.0
1,1.095726068,32,2,0.816591704,2000.0,5,1,0,1,0.0
1,1.011473529,30,1,0.425805854,10795.0,9,0,1,0,1.0
1,0.9544475990000001,54,1,1.4620213430000002,3185.0,13,1,2,0,0.0
0,0.794160292,42,0,0.417471651,16666.0,6,0,3,0,2.0
0,0.17448255199999999,28,0,26.0,1.0,1,0,0,0,0.0
1,0.9999998999999999,51,2,0.18929126899999998,4500.0,4,4,0,1,0.0
0,0.310721863,44,0,0.337154285,20500.0,15,0,2,0,0.0
1,0.727943033,42,0,0.136517999,8833.0,13,0,0,0,2.0
1,0.9999998999999999,45,0,0.43664073299999995,9382.0,3,0,2,0,0.0
0,0.022570702,65,0,0.008543901,5500.0,6,0,0,0,1.0
1,0.167290295,63,0,0.442327573,13541.0,24,0,4,0,1.0
0,0.9999998999999999,32,2,0.6990291259999999,3501.0,3,0,1,0,1.0
1,0.153523081,41,1,0.396733696,9000.0,17,0,1,0,2.0
1,0.680640954,29,0,0.387799564,1835.0,5,0,0,0,1.0
0,0.5541646610000001,34,0,1.076563165,2350.0,8,0,2,0,0.0
1,0.547564444,39,2,1.6813660480000001,3015.0,7,1,1,0,3.0
1,0.9999998999999999,29,0,0.182563542,3658.0,7,5,0,0,0.0
0,0.128402191,31,0,0.19814009300000002,6666.0,11,0,0,0,0.0
0,0.7510923270000001,81,0,1.19533453,3900.0,10,0,1,0,0.0
0,0.05526694,77,0,0.291427143,4000.0,16,0,0,0,0.0
1,0.9999998999999999,48,98,0.0,2000.0,0,98,0,98,2.0
1,0.9999998999999999,30,0,0.012239021000000001,8333.0,1,0,0,0,0.0
0,0.017224695,70,0,0.001262892,4750.0,6,0,0,0,0.0
0,0.9999998999999999,68,0,0.379000781,2561.0,2,0,1,0,0.0
0,0.6875046290000001,57,0,0.17434804,6096.0,12,0,0,0,0.0
1,0.28508843100000003,37,0,0.093381324,5000.0,4,0,0,1,2.0
0,0.328772622,55,0,0.420068227,8500.0,15,0,1,0,3.0
1,0.95978698,73,3,0.724372955,3667.0,9,0,1,1,0.0
0,0.008534215,77,0,0.122469383,4000.0,17,0,1,0,0.0
1,0.9721508759999999,59,0,1.4737979469999998,1850.0,12,0,2,0,0.0
1,0.35498493200000003,62,0,0.5714897870000001,7000.0,9,0,2,0,1.0
1,0.471283185,43,1,0.7891904009999999,8917.0,10,0,3,0,2.0
0,0.0395916,60,0,0.080581242,9083.0,13,0,0,0,0.0
1,0.33872759799999996,30,0,0.498375406,4000.0,10,0,1,0,0.0
0,0.650234977,41,0,0.5823768970000001,2700.0,9,0,1,0,3.0
0,0.697170347,45,0,0.355449699,8816.0,8,0,2,0,0.0
0,0.025206195,61,0,0.149022709,8850.0,9,0,1,0,0.0
0,0.602399923,43,0,0.543014996,3800.0,5,0,1,0,2.0
0,0.60885237,57,0,0.387903024,4000.0,7,0,0,0,0.0
1,0.501809383,45,0,0.38851664799999996,9700.0,20,0,1,0,0.0
0,0.34322617899999996,46,0,0.32895318,9055.0,4,0,1,0,0.0
1,0.972461366,39,0,0.057477701,25000.0,7,0,0,0,0.0
0,0.017019965,58,0,0.392360764,10000.0,6,0,2,0,0.0
0,0.233937516,34,0,0.15696870699999999,7956.0,5,0,1,0,2.0
1,0.922467459,52,0,0.09848540800000001,13534.0,8,6,0,2,4.0
0,0.0,53,0,0.0,4442.0,5,1,0,2,0.0
0,0.129863872,31,0,0.48953452,3200.0,9,0,0,0,0.0
0,0.073916921,44,0,0.1828594,7595.0,8,0,1,0,0.0
1,0.73985203,41,3,0.258381649,11900.0,7,3,1,2,0.0
1,0.896114071,49,5,0.46318015799999995,5200.0,13,1,1,4,1.0
1,0.827723147,59,0,0.18060161100000002,8443.0,18,0,1,0,1.0
1,0.291812018,42,0,0.425057494,10000.0,11,0,2,0,0.0
1,0.5621251070000001,22,3,0.426758939,2600.0,7,2,0,0,2.0
0,0.9999998999999999,43,0,0.410569907,5070.0,4,0,2,0,0.0
0,0.184128777,60,0,0.41863162,7760.0,9,0,1,0,0.0
1,0.0,29,2,0.491868835,3750.0,4,1,0,1,0.0
0,0.0029832609999999996,80,0,0.00012837,7789.0,2,0,0,0,0.0
1,0.776611921,48,0,0.537186935,10500.0,14,0,2,0,5.0
1,0.96940306,44,0,0.350359959,5833.0,4,0,1,0,4.0
1,0.9999998999999999,34,1,0.282810341,5066.0,4,0,1,0,3.0
1,0.980868025,42,5,0.415362898,8500.0,20,0,1,0,1.0
1,0.934374143,67,1,0.735373473,14083.0,22,0,2,0,1.0
0,0.013498313,30,2,1066.0,1.0,12,0,2,0,2.0
0,0.9999998999999999,48,1,0.684958898,4500.0,10,0,1,0,2.0
0,0.11735061199999999,51,1,0.218077758,10133.0,8,0,2,0,2.0
1,0.8815463720000001,43,4,0.814891914,6244.0,10,0,2,0,1.0
1,0.721447418,53,0,0.354822335,11819.0,10,0,2,0,0.0
1,0.781975175,32,3,0.789944772,5250.0,7,1,2,0,0.0
0,0.0,58,0,0.398064962,15916.0,5,0,3,0,0.0
1,0.549115823,54,1,0.48054098799999995,7245.0,16,0,1,0,0.0
1,0.557826908,27,0,0.07685202299999999,5412.0,4,0,0,1,0.0
0,0.010570026000000001,55,0,0.144714117,11000.0,14,0,1,0,3.0
0,0.088085404,44,1,0.6423034329999999,5417.0,17,0,2,0,3.0
0,0.525505161,49,1,0.777018952,5856.0,12,0,3,0,0.0
0,0.042036073,55,0,0.178388126,7208.0,12,0,1,0,3.0
0,0.8742168440000001,45,3,0.358039505,10833.0,14,0,1,1,4.0
0,0.000862032,56,1,0.6537830170000001,6700.0,12,0,1,0,1.0
0,0.9999998999999999,36,0,0.44038990299999997,4000.0,2,0,1,0,0.0
0,0.146970606,49,0,0.242471162,12916.0,6,0,2,0,0.0
1,1.11988012,25,1,0.10660744,1800.0,3,1,0,0,0.0
0,0.693342674,47,0,1.75264947,5000.0,16,0,2,0,2.0
0,0.07855759,35,0,0.343302121,10465.0,10,0,2,0,3.0
1,0.029284552000000002,37,0,0.933522497,7400.0,9,1,1,0,2.0
1,0.6345676020000001,35,1,0.532521628,6241.0,18,0,2,0,0.0
1,0.0,31,0,0.43012289200000003,3498.0,10,0,1,0,0.0
0,0.182175263,63,0,0.313671582,4000.0,8,0,1,0,1.0
1,0.9999998999999999,46,0,0.233435717,2278.0,5,0,0,1,1.0
0,0.018136898999999998,73,0,0.288541957,3586.0,3,0,1,0,0.0
1,0.980110741,53,0,0.538544519,12050.0,9,0,2,0,5.0
0,0.078921979,41,0,0.255504261,11263.0,6,0,1,0,2.0
1,0.659191544,32,3,0.14607179999999997,7687.0,4,1,0,3,1.0
0,0.0,52,0,0.253364091,2600.0,7,0,0,0,2.0
1,0.230631184,65,2,0.5062794979999999,12500.0,15,0,3,0,0.0
0,0.7819689459999999,48,1,0.827261688,6587.0,19,0,2,0,0.0
1,0.548682969,62,0,0.574062165,4664.0,12,0,2,0,0.0
1,0.9999998999999999,35,0,0.08360427299999999,4305.0,1,0,0,1,0.0
0,0.020469267,53,1,0.36627228799999995,6000.0,8,0,2,0,0.0
1,0.8275929679999999,51,0,0.322573703,9293.0,12,0,1,0,5.0
1,0.9253909920000001,44,2,0.627946703,5853.0,15,0,3,0,2.0
0,0.279082974,55,0,0.6461265,6750.0,8,0,1,0,2.0
0,0.35890552299999995,62,0,9.262316911000001,1501.0,7,0,1,0,0.0
0,0.33085670699999997,53,0,0.262773723,10000.0,18,0,1,0,1.0
1,0.563301449,35,0,0.995856602,5550.0,22,0,2,0,2.0
0,0.404418326,31,0,0.27373873,10425.0,9,0,2,0,1.0
0,0.055961107999999996,51,0,0.333240145,3576.0,13,0,1,0,2.0
1,0.48526557299999995,40,2,0.24753451699999998,6083.0,4,1,2,0,2.0
0,0.281880372,28,0,0.17997517600000001,2416.0,7,0,0,0,0.0
0,0.024919003,51,0,0.332537081,18000.0,10,0,2,0,2.0
0,0.0,68,0,0.27895452800000003,10291.0,12,0,1,0,0.0
1,0.17583202399999998,41,2,0.14788585699999998,4800.0,3,3,0,0,4.0
0,0.488844447,45,0,0.523654439,5833.0,6,0,1,0,0.0
0,0.90371277,29,1,0.172413793,2000.0,7,1,0,0,0.0
1,0.23977376,33,0,0.153938425,2500.0,4,0,0,0,0.0
1,0.064123591,65,0,0.446031746,1889.0,6,0,1,0,0.0
0,0.150746156,42,0,0.278268269,9400.0,9,0,1,0,1.0
0,0.775096735,51,0,0.47060924200000004,14000.0,9,0,4,0,1.0
1,1.08994004,48,3,0.097758955,17000.0,6,0,0,2,3.0
0,0.003134466,63,0,0.234806844,12916.0,11,0,2,0,1.0
1,0.927036482,41,0,0.057307863,2250.0,5,0,0,0,2.0
0,0.331426575,49,0,0.264635888,2100.0,6,0,0,0,5.0
1,0.9999998999999999,34,0,0.0,4506.0,0,1,0,0,0.0
1,0.9999998999999999,45,0,0.006773756999999999,5166.0,1,0,0,1,0.0
0,0.685296791,54,0,1.398001665,1200.0,11,0,1,0,1.0
0,0.9999998999999999,35,0,0.0,5894.0,0,0,0,0,3.0
0,0.541940435,50,0,0.669126398,4200.0,8,0,1,0,1.0
0,0.032815475,59,0,0.50014041,3560.0,13,0,2,0,0.0
0,0.642668848,39,0,0.060554127,3500.0,8,1,0,0,1.0
0,0.812187812,47,0,0.33092606,18000.0,6,0,4,0,3.0
0,0.182199643,46,0,0.30267104699999997,7000.0,11,0,2,0,2.0
1,0.937578027,41,2,0.282835302,1438.0,5,0,0,0,0.0
1,0.9999998999999999,33,0,0.096219931,3200.0,2,1,0,1,4.0
0,1.013496626,31,0,1.55073478,1428.0,6,0,1,0,1.0
1,0.07739613,37,0,0.22583716899999998,6300.0,5,0,1,0,0.0
0,0.284056414,54,0,0.103049125,7083.0,11,0,0,0,0.0
0,0.009998649,63,0,0.64659814,2042.0,5,0,1,0,0.0
1,0.297345914,70,0,0.5427682739999999,4500.0,12,0,3,0,0.0
1,0.7298210629999999,33,0,0.169089518,2613.0,9,0,0,0,2.0
0,0.8036408829999999,50,0,0.589420044,4120.0,10,0,0,0,2.0
1,1.020395921,61,0,0.166568838,15332.0,6,2,1,2,1.0
0,0.7867505909999999,30,0,0.11942999300000001,4420.0,4,0,0,0,0.0
1,0.0053615419999999995,33,0,0.187078452,5633.0,8,1,1,1,0.0
1,1.097180564,49,3,0.257828505,6833.0,9,2,0,0,3.0
1,1.052991168,35,1,0.334190231,3500.0,6,0,0,0,0.0
0,0.033865914,71,0,0.093206297,7241.0,9,0,1,0,0.0
1,0.7471785470000001,47,0,0.7594179790000001,5016.0,7,0,1,0,0.0
0,0.49848285299999995,53,0,0.480607757,2500.0,15,0,0,0,0.0
1,0.43103294299999995,49,2,0.45046344,4854.0,9,0,1,1,2.0
1,0.228121705,39,0,0.572453372,2090.0,6,0,1,0,1.0
0,0.00022292599999999997,74,0,0.0,5395.0,5,0,0,0,0.0
0,0.0,36,0,0.323976969,9725.0,15,0,5,0,0.0
0,0.172148852,61,1,0.841719427,3000.0,21,0,0,1,0.0
0,0.151896203,57,0,1.286595818,2916.0,13,0,2,0,0.0
0,0.844840487,28,1,0.300708038,2400.0,10,0,0,0,0.0
0,0.0,40,0,0.0,4000.0,1,0,0,0,0.0
1,0.9999998999999999,27,0,0.154342845,4800.0,4,1,0,0,0.0
0,0.9999998999999999,36,0,0.829088312,4200.0,9,0,2,0,0.0
0,0.032306142,59,0,0.391663964,6165.0,19,0,1,0,0.0
1,0.088828398,35,0,0.335305391,12000.0,9,0,1,0,0.0
1,0.9999998999999999,50,0,0.004284694,4200.0,0,1,0,0,0.0
0,0.777111144,31,0,0.52640497,3540.0,6,0,1,0,0.0
1,0.846418883,58,3,0.392260774,10000.0,10,0,2,0,1.0
1,0.9999998999999999,33,1,0.089740358,3966.0,2,1,0,0,2.0
1,0.988023952,38,1,0.7292768959999999,2267.0,4,2,1,2,0.0
1,0.9999998999999999,55,2,0.012121212,2639.0,0,1,0,0,1.0
1,0.9999998999999999,64,0,0.0,16000.0,0,0,0,0,0.0
1,0.970388412,40,0,0.39100160700000003,5600.0,5,0,1,0,1.0
0,0.0,51,0,0.19731169199999998,7885.0,5,0,2,0,2.0
0,0.030982526,47,0,0.45193017,12200.0,9,0,2,0,5.0
0,0.21025493,52,0,0.295478894,9333.0,8,0,2,0,2.0
1,0.9999998999999999,51,0,0.145141196,4815.0,2,0,0,0,0.0
1,0.846212995,33,1,0.111351092,4166.0,5,0,0,0,0.0
1,1.028277635,30,0,0.043920293,2458.0,1,0,0,1,0.0
1,0.663644149,42,1,0.771683329,3700.0,7,0,2,0,0.0
1,1.202711957,49,0,0.327704954,4500.0,6,3,0,0,0.0
1,0.521801393,44,0,0.11936008,8000.0,4,0,0,0,2.0
1,0.320757393,74,1,0.15647523800000002,4300.0,3,0,1,0,0.0
0,0.065868263,29,2,0.096798698,9214.0,3,0,0,0,2.0
0,0.446943776,55,0,0.330516829,7100.0,9,0,1,0,2.0
1,0.418581419,26,0,0.145963509,4000.0,4,1,0,0,0.0
0,0.9407493840000001,71,2,0.434324065,7300.0,16,0,0,0,1.0
1,0.9875792809999999,29,2,0.3824303,1900.0,5,0,0,0,1.0
1,0.6826943529999999,39,0,0.271517997,3833.0,5,0,0,0,0.0
1,0.865751233,54,0,0.3754363,4583.0,6,0,1,0,1.0
1,0.388404838,35,0,0.312152408,8450.0,8,0,2,0,3.0
0,0.049480393,61,0,0.6922503729999999,1341.0,9,0,1,0,0.0
1,0.7711475059999999,59,3,0.39661746,10228.0,11,4,1,0,0.0
